"record_id","area","line","number_replicates","tag","x_coordinate","y_coordinate","species_code","species","family","map","dead","height_map","height_1978","height_1986","height_1992","height_1998","height_2006","height_2013","girth_map","girth_1978","girth_1986","girth_1992","girth_1996","girth_2006","girth_2013","index_1","index_2","index_3","index_4","absx","absy","comment"
53999,"1","4",1,41726,163.5,2,45,"Cryptocarya grandis","Lauraceae",2003,2017,0.3,NA,NA,NA,NA,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282.5,121,"old tag 32734"
54014,"1","4",1,33050,219.5,-0.6,45,"Cryptocarya grandis","Lauraceae",2003,2017,0.4,NA,NA,NA,NA,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,338.5,118.4,""
54032,"1","6",1,33679,109.8,-0.6,45,"Cryptocarya grandis","Lauraceae",2003,2017,0.4,NA,NA,NA,NA,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228.8,250.4,""
54035,"1","6",1,33710,87.3,-3,45,"Cryptocarya grandis","Lauraceae",2003,2017,0.4,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.3,248,"no measurement in 2013, dead?"
54046,"1","8",1,33842,64.1,0.1,45,"Cryptocarya grandis","Lauraceae",2003,2017,0.4,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.1,392.3,"no measurement in 2013"
54048,"1","8",1,34057,72.4,-2,45,"Cryptocarya grandis","Lauraceae",2003,2017,0.1,NA,NA,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.4,390.4,""
54052,"1","1",1,34504,293.4,3.7,45,"Cryptocarya grandis","Lauraceae",2004,2017,0.4,NA,NA,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,284.4,""
54080,"1","1",1,31102,2,-1.8,54,"Doryphora aromatica","Atherospermataceae",2003,2017,0.1,NA,NA,NA,NA,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,55,"Retag 2006"
54116,"1","1",2,40112,20.3,-2.2,54,"Doryphora aromatica","Atherospermataceae",2003,2017,0.1,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8,73.3,"1 only retag 2006. [2013 not found, data says retaged as 40112, but this is a different plant - species is different = 25 and X is way off 14 ft]"
54125,"1","1",1,31166,1.6,2.3,54,"Doryphora aromatica","Atherospermataceae",2003,2017,0.1,NA,NA,NA,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,54.6,""
54551,"1","1",1,34206,2.1,-1,54,"Doryphora aromatica","Atherospermataceae",2004,2017,0.1,NA,NA,NA,NA,0.1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,55.1,"Retag 2006"
54657,"1","4",1,34599,2.4,1.2,64,"Endiandra sankeyana","Lauraceae",2004,2017,0.2,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.4,120.2,""
54661,"1","1",1,31857,293.3,0.1,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.5,NA,NA,NA,NA,0.5,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1,284.3,"2006 laz note asked - side?"
54670,"1","8",1,33951,82.9,-0.1,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.9,NA,NA,NA,NA,1.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.9,392.4,""
54678,"1","8",1,33961,83.6,-2.9,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.3,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.6,389.7,""
54681,"1","8",1,33964,83.4,-3.3,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.6,NA,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202.4,389.3,""
54704,"1","8",1,33988,86.2,-2.1,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.5,NA,NA,NA,NA,0.7,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205.2,390.5,""
54706,"1","8",1,33990,85.8,-1.6,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.5,NA,NA,NA,NA,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.8,391,""
54715,"1","8",1,34065,74.2,-4.5,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.5,NA,NA,NA,NA,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.2,387.9,"bent in 2013"
54717,"1","8",1,34080,78.6,-5.2,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.6,NA,NA,NA,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.6,387.3,""
54719,"1","8",1,34082,78.8,-4.2,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.4,NA,NA,NA,NA,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.8,388.3,""
54723,"1","8",1,34086,79.9,-3.7,67,"Syzygium cormiflorum","Myrtaceae",2003,2017,0.3,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198.9,388.8,""
54769,"1","6",2,33190,17.3,-0.9,68,"Syzygium wilsonii wilsonii","Myrtaceae",2003,2017,0.2,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.3,250.1,""
54809,"1","6",1,33448,11.4,-0.9,68,"Syzygium wilsonii wilsonii","Myrtaceae",2003,2017,0.2,NA,NA,NA,NA,0.4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130.4,250.1,""
54826,"1","8",1,42478,28,2.5,68,"Syzygium wilsonii wilsonii","Myrtaceae",2003,2017,0.2,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147,394,"2006 retag. Old tag 33822"
54887,"1","1",1,34523,432,3.2,85,"Flindersia brayleyana","Rutaceae",2004,2017,0.2,NA,NA,NA,NA,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,423,"older?"
54891,"1","1",1,34566,457,-3.1,85,"Flindersia brayleyana","Rutaceae",2004,2017,0.2,NA,NA,NA,NA,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9,448,""
54918,"1","8",1,33898,89,4.9,89,"Garcinia (Davies Creek)","Clusiaceae",2003,2017,0.2,NA,NA,NA,NA,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208,397.6,""
54919,"1","8",1,34119,105,-3,89,"Garcinia (Davies Creek)","Clusiaceae",2003,2017,0.2,NA,NA,NA,NA,0.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,390,"no leaves in 2013"
55022,"1","3",1,29642,187.4,2.4,99,"Hedycarya loxocarya","Monimiaceae",2002,2017,0.5,NA,NA,NA,NA,0.5,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306.4,55.4,""
55089,"1","1",1,31548,186.6,3.2,104,"Chionanthus axillaris","Oleaceae",2003,2017,0.4,NA,NA,NA,NA,0.4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,177.6,""
55117,"1","8",1,33849,69.7,2.4,104,"Chionanthus axillaris","Oleaceae",2003,2017,0.3,NA,NA,NA,NA,0.7,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,188.7,394.7,""
55124,"1","8",1,34071,74.7,-1,104,"Chionanthus axillaris","Oleaceae",2003,2017,0.2,NA,NA,NA,NA,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,193.7,391.4,""
55141,"1","1",1,31552,190.6,5.2,105,"Litsea leefeana","Lauraceae",2003,2017,0.3,NA,NA,NA,NA,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,181.6,"could be new tag 40309 tagged in 2013, note sp = 42 for 40309. If not same plant remove Ht7"
55154,"1","1",1,31759,180.2,-2.3,105,"Litsea leefeana","Lauraceae",2003,2017,0.4,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.7,171.2,""
55176,"1","1",1,32359,440.5,-4.8,105,"Litsea leefeana","Lauraceae",2003,2017,0.3,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,431.5,""
55245,"1","4",1,33006,122.2,-4.4,106,"Litsea connorsii","Lauraceae",2003,2017,0.2,NA,NA,NA,NA,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.2,114.6,""
55308,"1","1",1,40176,158,-5,114,"Pseuduvaria mulgraveana glabrescens","Annonaceae",2003,2017,0.2,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,149,"2013 old tag 31697"
55319,"1","4",1,34631,35.3,-0.2,114,"Pseuduvaria mulgraveana glabrescens","Annonaceae",2004,2017,0.3,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.3,118.8,""
55344,"1","1",1,31953,367.3,0.5,118,"Neolitsea dealbata","Lauraceae",2003,2017,0.3,NA,NA,NA,NA,0.3,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.5,358.3,""
55377,"1","8",1,34120,106,-4,124,"Streblus glaber australiensis","Moraceae",2003,2017,0.9,NA,NA,NA,NA,0.4,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,389,"Much older; 2006 bent"
55387,"1","8",1,34572,10.9,2.8,127,"Pittosporum wingii","Pittosporaceae",2004,2017,0.1,NA,NA,NA,NA,0.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.9,394,"could be new tag 42450 but sp = 85. if not the same remove Ht7"
55407,"1","1",1,31985,402.2,1.3,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.1,NA,NA,NA,NA,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.3,393.2,""
55423,"1","1",1,32015,422.1,1.2,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.1,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,413.1,"[2013 no measurements taken]"
55479,"1","1",1,32324,483.8,-4.8,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.1,NA,NA,NA,NA,0.3,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,474.8,""
55486,"1","1",1,32334,472,-4.8,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.1,NA,NA,NA,NA,0.2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,463,"2006 retag, also tagged 41143 in 2013 - removed?"
55499,"1","1",1,32365,439.8,-1.9,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.1,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,430.8,"no measurement taken in 2013"
55539,"1","1",1,32611,409.8,-0.6,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.2,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4,400.8,"not measured in 2013"
55582,"1","8",1,34143,191.7,-5.1,128,"Placospermum coriaceum","Proteaceae",2003,2017,0.2,NA,NA,NA,NA,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310.7,389.5,""
55632,"1","1",1,28721,287.9,1.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1,278.9,""
55643,"1","1",1,28732,289.9,2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,280.9,""
55646,"1","1",1,28735,289.6,3.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.7,280.6,""
55651,"1","1",1,28740,290.6,1.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,281.6,""
55675,"1","1",1,28765,291.7,5.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6,282.7,""
55682,"1","1",1,28772,293.7,5.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.6,284.7,"2006 found as laz"
55726,"1","1",1,28817,299,4.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,0.5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.6,290,"no leaves 2013."
55739,"1","1",1,28830,299.4,3.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.4,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.3,290.4,""
55748,"1","1",1,28839,299.9,4.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,290.9,""
55793,"1","1",1,28892,320.5,3.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.2,311.5,""
55801,"1","1",1,28900,312.5,2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.4,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,303.5,""
55845,"1","1",1,28946,316.1,4.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,307.1,""
55866,"1","1",1,28967,321.9,0.4,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.9,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4,312.9,""
55872,"1","1",1,28974,321.2,2.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,312.2,""
55886,"1","1",1,28985,325.4,1.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.2,316.4,"no leaves in 2013"
55916,"1","1",1,29011,328.9,2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,319.9,""
55917,"1","1",1,29012,328.9,2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,319.9,"no leaves in 2013"
55927,"1","1",1,29022,333.2,4.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.9,324.2,"was dead 2006, lazzed 2013"
55932,"1","1",1,29027,333.2,3.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.1,324.2,""
55934,"1","1",1,29029,334.1,3.4,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,325.1,"Old tag lost Myrsi0ceae or Wintereaceae Red tinge on petiole; 2006 laz record"
55944,"1","1",1,29039,333.8,5.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,1.1,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,324.8,"2006 retag"
55959,"1","1",1,29056,338.3,5.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.1,329.3,""
55995,"1","1",1,29110,458.9,3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.4,NA,NA,NA,NA,0.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,449.9,""
56010,"1","1",1,29136,499.4,-2.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.7,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.3,490.4,"[new tag 41176 measured, not sure that they are the same plant, Y = -4.2. If not same remove Ht7]"
56034,"1","1",1,29178,330.9,-0.8,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,1.3,NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2,321.9,"no measurement made in 2013, dead?"
56035,"1","1",1,29179,331.3,-0.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.3,322.3,"no measurement made in 2013, dead?"
56050,"1","1",1,29195,327.2,-1.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,318.2,""
56056,"1","1",1,29216,324.7,-1.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,315.7,""
56064,"1","1",1,29228,320.6,-2.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1,311.6,""
56071,"1","1",1,29236,328,-3.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.8,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8,319,""
56078,"1","1",1,29244,328.6,-2.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.1,319.6,""
56119,"1","1",1,29291,345.9,-6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,336.9,""
56139,"1","1",1,29310,329.7,-3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,320.7,"was dead 2006, lazzed 2013"
56142,"1","1",1,29314,328.9,-3.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.6,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.1,319.9,""
56155,"1","1",1,29325,330.6,-3.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,321.6,""
56169,"1","1",1,29339,334.8,-2.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.4,325.8,""
56170,"1","1",1,29340,334.9,-3.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.4,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.9,325.9,""
56179,"1","1",1,29349,334.8,-4.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.8,325.8,""
56197,"1","1",1,29374,308.1,-1.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,299.1,""
56200,"1","1",1,29377,308.4,-1.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.9,NA,NA,NA,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.8,299.4,""
56202,"1","1",1,29379,308.9,-1.5,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.5,299.9,""
56203,"1","1",1,29380,308.6,-1.7,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.3,299.6,""
56230,"1","8",1,29445,2.3,4.1,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.3,395.1,"no measurement in 2013"
56244,"1","1",1,29469,316.8,-1.8,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.2,307.8,"no leaves in 2013"
56250,"1","1",1,29476,314.1,-3.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.8,305.1,""
56256,"1","1",1,29485,312.6,-2.8,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.2,303.6,"was dead 2006, lazzed 2013"
56259,"1","1",1,29488,310.9,-1.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.4,301.9,""
56309,"1","1",1,29538,322.6,-4.5,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.5,313.6,""
56331,"1","1",1,29558,319,0,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,310,"2006 laz record gave ht = 0.5"
56448,"1","3",1,29738,18.9,1.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.9,54.3,""
56480,"1","3",1,29817,28.5,0.8,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,0.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.5,53.8,"leaning in 2013"
56554,"1","1",1,29901,199.4,-5.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.1,190.4,"was dead 2006, lazzed 2013"
56568,"1","1",2,29937,6.9,-5.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,1,NA,NA,NA,NA,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.4,59.9,"Old lost origi0l tag"
56591,"1","1",1,29965,305.5,-1.9,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1,296.5,""
56596,"1","1",1,29970,305.4,-3.5,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.8,296.4,"was dead 2006, lazzed 2013 with no leaves"
56600,"1","1",1,29974,302,-4,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,293,""
56620,"1","4",1,30003,2.5,5,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,1.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.5,124,""
56629,"1","4",1,30014,5.8,2.2,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.9,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.8,121.2,""
56633,"1","4",1,30018,5.6,5.6,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.6,NA,NA,NA,NA,0.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.6,124.6,""
56637,"1","4",1,30022,7.4,4.8,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.7,NA,NA,NA,NA,1.1,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.4,123.8,""
56648,"1","4",1,30034,16.1,3.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.4,NA,NA,NA,NA,0.6,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.1,122.3,""
56649,"1","4",1,30035,16.4,4,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.5,NA,NA,NA,NA,0.8,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135.4,123,""
56652,"1","4",1,30038,21.1,3.3,131,"Niemeyera (Mt Lewis)","Sapotaceae",2001,2017,0.8,NA,NA,NA,NA,0.8,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.1,122.3,""
